MARK,LINE_NUM,SPEC_FILE,DB_CODE,DESCRIPTION,SHORT_DESC,SIZE,MAIN_NOM,RED_NOM,THK_NOM,QTY,TAG,LENGTH,WEIGHT
77,"CS5SA1-6""-ALV-1-5-005",CS5SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","6""","6""",,,3,,,2.16
78,"CS5SA1-6""-ALV-1-5-005",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","6""","6""",,10.9728,1,,,49.90
79,"CS5SA1-6""-ALV-1-5-005",m1500,BOLT,"STUD BOLT & 2 HEAVY HEX NUTS , CS, A193 Gr B7 / A194 Gr 2H, ASME B18.2.1/2","STUD BOLT & 2 HEAVY HEX NUTS , CS, A193 Gr B7 / A194 Gr 2H, ASME B18.2.1/2","1 1/8""","3""",,,8,,195,11.26
80,"CS5SA1-6""-ALV-1-5-005",m1500,GAS,"OVAL RING JOINT R 1500#, RN 35,CS, SOFT IRON 90 BHN MAX, ASME B16.5 R35","OVAL RING JOINT R 1500#, RN 35,CS, SOFT IRON 90 BHN MAX, ASME B16.5","3""","3""",,,1,,,0.29
81,"CS5SA1-6""-ALV-1-5-005",m1500,WNK,"FLANGE WN RTJ 1500#, SCH 160, CS, A105, ASME B16.5","FLANGE WN RTJ 1500#, SCH 160, CS, A105, ASME B16.5","3""","3""",,11.13,1,,,19.35
82,"CS5SA1-6""-ALV-1-5-006",CS5SA1,90L,"ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","ELBOW 90 DEG LR, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80","6""","6""",,10.9728,5,,,76.91
83,"CS5SA1-6""-ALV-1-5-006",CS5SA1,BE,"PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","PIPE, SEAMLESS, CS, API 5L Gr.B, PSL2, ASME B36.10, BE, SCH 80","6""","6""",,10.9728,1,,14598,625.35
84,"CS5SA1-6""-ALV-1-5-006",CS5SA1,BOLT,"STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","STUD BOLTS W/2 HEX NUTS, CS, ASME A193 Gr.B7 / A194 Gr.2H, ASME B18.2.1/B18.2.2","7/8""","3""",,,16,,160,11.54
85,"CS5SA1-6""-ALV-1-5-006",CS5SA1,GAS,"SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","SPIRAL WOUND GASKET, AISI 304/GRAPHITE, INNER AISI 304/OUTER CS, ASME B16.20, THK 1/8"", CLASS 900, RF","3""","3""",,,2,,,0.53
86,"CS5SA1-6""-ALV-1-5-006",CS5SA1,RTE,"REDUCING TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","REDUCING TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80x80","6""x3""","6""","3""",10.9728,1,,,12.54
87,"CS5SA1-6""-ALV-1-5-006",CS5SA1,TEE,"STRAIGHT TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80;","STRAIGHT TEE, SEAMLESS, IMPACT TEST PARA. 423.2.3 ASME B31.4, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 80;","6""","6""",,10.9728,1,,,14.06
88,"CS5SA1-6""-ALV-1-5-006",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","3""","3""",,7.62,1,,,14.51
89,"CS5SA1-6""-ALV-1-5-006",CS5SA1,WNK,"WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","WELD NECK FLANGE, CS, ASTM A105, ASME B16.5, CLASS 900, RF, SCH 80","6""","6""",,10.9728,2,,,99.80
