SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,CO,CO_2.1,CO_2.2,CO_3.1,CO_3.2
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","12""",12,"1""",1,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","12""",12,"1-1/2""",1.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","14""",14,"1/2""",0.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","14""",14,"3/4""",0.75,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","14""",14,"1""",1,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","14""",14,"1-1/2""",1.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","16""",16,"1/2""",0.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","16""",16,"3/4""",0.75,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","16""",16,"1""",1,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","16""",16,"1-1/2""",1.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","18""",18,"1/2""",0.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","18""",18,"3/4""",0.75,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","18""",18,"1""",1,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","18""",18,"1-1/2""",1.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","20""",20,"1/2""",0.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","20""",20,"3/4""",0.75,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","20""",20,"1""",1,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","20""",20,"1-1/2""",1.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","24""",24,"1/2""",0.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","24""",24,"3/4""",0.75,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","24""",24,"1""",1,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCK-O-LET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","24""",24,"1-1/2""",1.5,-,SW,3000,0,0,-,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 3""","WELD-O-LET, CS, ASTM A105, MSS SP-97, BW, SCH 160","6""",6,"2""",2,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 3""","WELD-O-LET, CS, ASTM A105, MSS SP-97, BW, SCH 160","8""",8,"2""",2,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 3""","WELD-O-LET, CS, ASTM A105, MSS SP-97, BW, SCH 160","8""",8,"3""",3,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","10""",10,"2""",2,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","10""",10,"3""",3,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 120","10""",10,"4""",4,120,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","12""",12,"2""",2,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","12""",12,"3""",3,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 120","12""",12,"4""",4,120,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","14""",14,"2""",2,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","14""",14,"3""",3,160,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
CS6SA1,FT,WOL,2,"ASTM A694 Gr.F65, Weldolet, MSS SP-97, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria,Branch: 2"" - 18""","WELD-O-LET, CS, ASTM A694 Gr.F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 120","14""",14,"4""",4,120,BW,-,0,0,-,SUMINISTRO DE WELDOLET MSS SP-97 BW X BW FORGED ASTM A105,PREFABRICACIÓN DE TUBERÍA EN TALLER,PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø ,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 
