SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","6""",6,-,-,40,BW,-,3.6,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 20","8""",8,-,-,20,BW,-,4.5,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","10""",10,-,-,30,BW,-,7.63,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","12""",12,-,-,30,BW,-,13,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","14""",14,-,-,30,BW,-,17,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","16""",16,-,-,40,BW,-,30,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","18""",18,-,-,30,BW,-,30.3,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","20""",20,-,-,30,BW,-,49,0,-,,,
CS2SA1,FT,CAP,2,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","24""",24,-,-,30,BW,-,74.5,0,-,,,
CS2SA1,FT,TEE,2,"ASTM A105, Equal tee, ASME B16.11, SW Ends","STRAIGHT TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1/2""",0.5,-,-,-,SW,3000,0.2,0,-,4.2,SUMINISTRO DE TEE END ASME B16.11 SW 3000,
CS2SA1,FT,TEE,2,"ASTM A105, Equal tee, ASME B16.11, SW Ends","STRAIGHT TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,-,-,-,SW,3000,0.33,0,-,4.2,SUMINISTRO DE TEE END ASME B16.11 SW 3000,"SUMINISTRO DE TEE ENDASME B16.11 SW 3000# FORGED ASTM A105, 3/4 """
CS2SA1,FT,TEE,2,"ASTM A105, Equal tee, ASME B16.11, SW Ends","STRAIGHT TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1,-,-,-,SW,3000,0.53,0,-,4.2,SUMINISTRO DE TEE END ASME B16.11 SW 3000,"SUMINISTRO DE TEE ENDEND ASME B16.11 SW 3000# FORGED ASTM A105, 1 """
CS2SA1,FT,TEE,2,"ASTM A105, Equal tee, ASME B16.11, SW Ends","STRAIGHT TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,-,-,-,SW,3000,1.35,0,-,4.2,SUMINISTRO DE TEE END ASME B16.11 SW 3000,"SUMINISTRO DE TEE END ASME B16.11 SW 3000# FORGED ASTM A105, 1½ """
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","2""",2,-,-,40,BW,-,1.9,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","3""",3,-,-,40,BW,-,4.5,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","4""",4,-,-,40,BW,-,8.44,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","6""",6,-,-,40,BW,-,19.3,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 20","8""",8,-,-,20,BW,-,29,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","10""",10,-,-,30,BW,-,36.77,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","12""",12,-,-,30,BW,-,61.74,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","14""",14,-,-,30,BW,-,93,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 40","16""",16,-,-,40,BW,-,249,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","18""",18,-,-,30,BW,-,181.14,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","20""",20,-,-,30,BW,-,265,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, BW, SCH 30","24""",24,-,-,30,BW,-,443.55,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","10""",10,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","12""",12,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","14""",14,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","14""",14,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","14""",14,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","14""",14,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","16""",16,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","16""",16,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","16""",16,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","16""",16,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","18""",18,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","18""",18,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","18""",18,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","18""",18,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","20""",20,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","20""",20,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","20""",20,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","20""",20,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","24""",24,"1/2""",0.5,-,SW,3000,0.14,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","24""",24,"3/4""",0.75,-,SW,3000,0.15,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","24""",24,"1""",1,-,SW,3000,0.27,0,-,,,
CS2SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","24""",24,"1-1/2""",1.5,-,SW,3000,0.47,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","6""",6,"2""",2,40x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","8""",8,"2""",2,20x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","8""",8,"3""",3,20x40,BW,-,1.81,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","10""",10,"2""",2,30x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","10""",10,"3""",3,30x40,BW,-,1.81,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","10""",10,"4""",4,30x40,BW,-,2.86,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","12""",12,"2""",2,30x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","12""",12,"3""",3,30x40,BW,-,1.81,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","12""",12,"4""",4,30x40,BW,-,2.86,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","14""",14,"2""",2,30x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","14""",14,"3""",3,30x40,BW,-,1.81,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","14""",14,"4""",4,30x40,BW,-,2.86,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","14""",14,"6""",6,30x40,BW,-,6.44,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","16""",16,"2""",2,40x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","16""",16,"3""",3,40x40,BW,-,1.81,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","16""",16,"4""",4,40x40,BW,-,2.86,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","16""",16,"6""",6,40x40,BW,-,6.44,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","18""",18,"2""",2,30x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","18""",18,"3""",3,30x40,BW,-,1.81,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","18""",18,"4""",4,30x40,BW,-,2.86,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","18""",18,"6""",6,30x40,BW,-,6.44,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 20","18""",18,"8""",8,30x20,BW,-,10.66,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","20""",20,"2""",2,30x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","20""",20,"3""",3,30x40,BW,-,1.81,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","20""",20,"4""",4,30x40,BW,-,2.86,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","20""",20,"6""",6,30x40,BW,-,6.44,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 20","20""",20,"8""",8,30x20,BW,-,10.66,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","24""",24,"2""",2,30x40,BW,-,0.79,0,-,,,
CS2SA1,FT,WOL,2,"ASTM A105, Weldolet, MSS SP-97, BW Ends Branch: 2"" - 18""","WELDOLET, CS, ASTM A105, MSS SP-97, BW, SCH 40","24""",24,"3""",3,30x40,BW,-,1.81,0,-,,,
