SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_CODE,SUPPLY_TITLE,SUPPLY_DESCRIPTION,MANUFACTURING_CODE,MANUFACTURING_TITLE,MANUFACTURING_DESCRIPTION,ERECTION_CODE,ERECTION_TITLE,ERECTION_DESCRIPTION
CS6SA1,FT,TEE,2,"ASTM A105, Equal tee, ASME B16.11, SW Ends","STRAIGHT TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1,-,-,-,SW,3000,0.53,0.010,-,4.2,SUMINISTRO DE TEE END ASME B16.11 SW 3000,"SUMINISTRO DE TEE ENDEND ASME B16.11 SW 3000# FORGED ASTM A105, 1 """,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,TEE,2,"ASTM A105, Equal tee, ASME B16.11, SW Ends","STRAIGHT TEE, CS, ASTM A105, ASME B16.11, SW, CLASS 6000","1-1/2""",1.5,-,-,-,SW,6000,0,0.020,-,4.2,SUMINISTRO DE TEE END ASME B16.11 SW 6000,"SUMINISTRO DE TEE END ASME B16.11 SW 6000 FORGED ASTM A105, 1½ """,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","2""",2,-,-,160,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 2"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 2”
CS6SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 160","3""",3,-,-,160,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 3”
CS6SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 120","4""",4,-,-,120,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 4”
CS6SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 120","6""",6,-,-,120,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 6”
CS6SA1,FT,TEE,2,"ASTM A234 Gr.WPB, Equal tee, Seamless, ASME B16.9, BW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria","STRAIGHT TEE, SEAMLESS, CS, ASTM A234 Gr.WPB, ASME B16.9, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, BW, SCH 120","8""",8,-,-,120,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 8”
CS6SA1,FT,TEE,2,"ASTM A860 Gr.WPHY65, Equal tee, Seamless, MSS SP-75, BW Ends,.","STRAIGHT TEE, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 60","10""",10,-,-,60,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 10”
CS6SA1,FT,TEE,2,"ASTM A860 Gr.WPHY65, Equal tee, Seamless, MSS SP-75, BW Ends,.","STRAIGHT TEE, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 80","12""",12,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 12”
CS6SA1,FT,TEE,2,"ASTM A860 Gr.WPHY65, Equal tee, Seamless, MSS SP-75, BW Ends,.","STRAIGHT TEE, SEAMLESS, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 80","14""",14,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 14"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 14”
CS6SA1,FT,TEE,2,"ASTM A860 Gr.WPHY65, Equal tee, Welded + 100% RT, MSS SP-75, BW Ends,.","STRAIGHT TEE, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 80","16""",16,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 16"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 16”
CS6SA1,FT,TEE,2,"ASTM A860 Gr.WPHY65, Equal tee, Welded + 100% RT, MSS SP-75, BW Ends,.","STRAIGHT TEE, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 80","18""",18,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 18"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 18”
CS6SA1,FT,TEE,2,"ASTM A860 Gr.WPHY65, Equal tee, Welded + 100% RT, MSS SP-75, BW Ends,.","STRAIGHT TEE, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 80","20""",20,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 20"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 20”
CS6SA1,FT,TEE,2,"ASTM A860 Gr.WPHY65, Equal tee, Welded + 100% RT, MSS SP-75, BW Ends,.","STRAIGHT TEE, WELDED 100% RT, CS, ASTM A860 Gr.WPHY65, MSS SP-75, BW, SCH 80","24""",24,-,-,80,BW,-,0,0,-,4.2,SUMINISTRO DE TEE END ASME B16.9 BW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 24"" ",4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,MONTAJE AÉREO DE TUBERÍA DE Ø 24”
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1/2""",0.5,-,SW,3000,0.14,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"3/4""",0.75,-,SW,3000,0.15,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1""",1,-,SW,3000,0.27,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","2""",2,"1-1/2""",1.5,-,SW,3000,0.47,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1/2""",0.5,-,SW,3000,0.14,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"3/4""",0.75,-,SW,3000,0.15,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1""",1,-,SW,3000,0.27,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","3""",3,"1-1/2""",1.5,-,SW,3000,0.47,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1/2""",0.5,-,SW,3000,0.14,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"3/4""",0.75,-,SW,3000,0.15,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1""",1,-,SW,3000,0.27,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","4""",4,"1-1/2""",1.5,-,SW,3000,0.47,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1/2""",0.5,-,SW,3000,0.14,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"3/4""",0.75,-,SW,3000,0.15,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1""",1,-,SW,3000,0.27,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","6""",6,"1-1/2""",1.5,-,SW,3000,0.47,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1/2""",0.5,-,SW,3000,0.14,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"3/4""",0.75,-,SW,3000,0.15,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1""",1,-,SW,3000,0.27,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A105, Sockolet, MSS SP-97, SW Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, SW, CLASS 3000","8""",8,"1-1/2""",1.5,-,SW,3000,0.47,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","10""",10,"1/2""",0.5,-,SW,3000,0.14,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","10""",10,"3/4""",0.75,-,SW,3000,0.15,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","10""",10,"1""",1,-,SW,3000,0.27,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","10""",10,"1-1/2""",1.5,-,SW,3000,0.47,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
CS6SA1,FT,SOL,2,"ASTM A694 Gr. F65, Sockolet, MSS SP-97, SW Ends, Impact Test At 32°F According to Para 423.2.3 of ASME B31.4 For Acceptance Criteria, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A694 Gr. F65, MSS SP-97, IMPACT TEST AT 32°F ACCORDING TO PARA 423.2.3 OF ASME B31.4 FOR ACCEPTANCE CRITERIA, SW, CLASS 3000","12""",12,"1/2""",0.5,-,SW,3000,0.14,0,-,4.2,SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW,-,4.8,PREFABRICACIÓN DE TUBERÍA EN TALLER,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 """,4.9,MONTAJE AÉREO DE TUBERÍA PREFABRICADA,"MONTAJE AÉREO DE TUBERÍA DE Ø < 2 """
