SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_DESCRIPTION,MANUFACTURING_DESCRIPTION,ERECTION_DESCRIPTION,DEMOLITION_DESCRIPTION,Catalogacion,MATERIAL,DESIGN_CODE,MANUFACTURING
CS2SD2,FT,90L,2.0,"ASTM A234 Gr.WPB, 90 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends","ELBOW 90 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20","10""",10.0,-,-,20,BW,-,25.79,0.52,-,"SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A234 GR. WPB, 10"", S-20","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 10""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 10"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,90L,2.0,"ASTM A234 Gr.WPB, 90 Degree elbow Long Radius (R=1.5D), Seamless, ASME B16.9, BW Ends","ELBOW 90 DEG LR, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20","12""",12.0,-,-,20,BW,-,37.23,0.74,-,"SUMINISTRO DE 90 DEGREE ELBOW LR ASME B16.9 BW WROUGHT S ASTM A234 GR. WPB, 12"", S-20","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A105, Cap, ASME B16.11, SW End","CAP, CS, ASTM A105, ASME B16.11, SW, CLASS 6000","1/2""",0.5,-,-,-,SW,6000,0.0,0.002,-,"SUMINISTRO DE CAP, CLASS 6000, SW, ASTM A-105, ASME B16.11-1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A105, Cap, ASME B16.11, SW End","CAP, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,-,-,-,SW,3000,0.14,0.003,-,"SUMINISTRO DE CAP, CLASS 3000, SW, ASTM A-105, ASME B16.11 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",3028893.0,ASTM A105,ASME B16.11,-
CS2SD2,FT,CAP,2.0,"ASTM A105, Cap, ASME B16.11, SW End","CAP, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1.0,-,-,-,SW,3000,0.22,0.005,-,"SUMINISTRO DE CAP, CLASS 3000, SW, ASTM A-105, ASME B16.11 1""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A105, Cap, ASME B16.11, SW End","CAP, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,-,-,-,SW,3000,0.57,0.007,-,"SUMINISTRO DE CAP, CLASS 3000, SW, ASTM A-105, ASME B16.11 1-1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 80","2""",2.0,-,-,80,BW,-,0.0,0.009,-,"SUMINISTRO DE CAP, SCH 30, SMLS, BW, ASTM A234 GR. WPB, ASME B16.9, 2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 2"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","3""",3.0,-,-,30,BW,-,0.0,0.018,-,"SUMINISTRO DE CAP, SCH 30, SMLS, BW, ASTM A234 GR. WPB, ASME B16.9, 3""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 3""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 3"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30","4""",4.0,-,-,30,BW,-,0.0,0.03,-,"SUMINISTRO DE CAP, SCH 30, SMLS, BW, ASTM A234 GR. WPB, ASME B16.9, 4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 4""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 4"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40","6""",6.0,-,-,40,BW,-,3.6,0.062,-,"SUMINISTRO DE CAP, SCH 40, SMLS, BW, ASTM A234 GR. WPB, ASME B16.9, 6""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 6""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 6"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20","8""",8.0,-,-,20,BW,-,4.5,0.0,-,"SUMINISTRO DE CAP, SCH 20, SMLS, BW, ASTM A234 GR. WPB, ASME B16.9, 8""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 8""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 8"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",3028897.0,ASTM A234 GR WPB,ASME B16.9,SMLS
CS2SD2,FT,CAP,2.0,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20","10""",10.0,-,-,20,BW,-,0.0,0.0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 10""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 10"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CAP,2.0,"ASTM A234 Gr.WPB, Cap, Seamless, ASME B16.9, BW Ends","CAP, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20","12""",12.0,-,-,20,BW,-,0.0,0.0,-,-,"PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 6000","1/2""",0.5,-,-,-,SW,6000,0.0,0.003,SW,"SUMINISTRO DE COUPLING, CLASS 6000, SW, ASTM A-105, ASME B16.11-1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SWxTHD Ends","COUPLING, CS, ASTM A105, ASME B16.11, SWxTHD, CLASS 6000","1/2""",0.5,-,-,-,SWxTHD,6000,0.0,0.003,SWxTHD,"SUMINISTRO DE COUPLING, CLASS 6000, SWxTHD, ASTM A-105, ASME B16.11-1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","3/4""",0.75,-,-,-,SW,3000,0.14,0.003,SW,"SUMINISTRO DE COUPLING, CLASS 3000, SW, ASTM A-105, ASME B16.11 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SWxTHD Ends","COUPLING, CS, ASTM A105, ASME B16.11, SWxTHD, CLASS 3000","3/4""",0.75,-,-,-,SWxTHD,3000,0.14,0.003,SWxTHD,"SUMINISTRO DE COUPLING, CLASS 3000, SWxTHD, ASTM A-105, ASME B16.11 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1""",1.0,-,-,-,SW,3000,0.22,0.005,SW,"SUMINISTRO DE COUPLING, CLASS 3000, SW, ASTM A-105, ASME B16.11 1""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SWxTHD Ends","COUPLING, CS, ASTM A105, ASME B16.11, SWxTHD, CLASS 6000","1""",1.0,-,-,-,SWxTHD,3000,0.22,0.005,SWxTHD,"SUMINISTRO DE COUPLING, CLASS 3000, SWxTHD, ASTM A-105, ASME B16.11 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SW Ends","COUPLING, CS, ASTM A105, ASME B16.11, SW, CLASS 3000","1-1/2""",1.5,-,-,-,SW,3000,0.57,0.007,SW,"SUMINISTRO DE COUPLING, CLASS 3000, SW, ASTM A-105, ASME B16.11 1-1/2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CPL,2.0,"ASTM A105, Full coupling, ASME B16.11, SWxTHD Ends","COUPLING, CS, ASTM A105, ASME B16.11, SWxTHD, CLASS 6000","1-1/2""",1.5,-,-,-,SWxTHD,3000,0.57,0.007,SWxTHD,"SUMINISTRO DE COUPLING, CLASS 3000, SWxTHD, ASTM A-105, ASME B16.11 3/4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30x80","3""",3.0,"2""",2,30x80,BW,-,1.0,0.03,-,"SUMINISTRO DE CONC. REDUCER, SCH 30 X SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 3""X2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 3"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 3""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 3"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30x80","4""",4.0,"2""",2,30x80,BW,-,1.6,0.04,-,"SUMINISTRO DE CONC. REDUCER, SCH 30 X SCH 80, BW, ASTM A-234 GR WPB, ASME B16.9 4""X2""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 4""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 4"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 30x30","4""",4.0,"3""",3,30x30,BW,-,1.6,0.04,-,"SUMINISTRO DE CONC. REDUCER, SCH 30 X SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 4""X3""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 4"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 4""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 4"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40x30","6""",6.0,"3""",3,40x30,BW,-,3.9,0.07,-,"SUMINISTRO DE CONC. REDUCER, SCH 40 X SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 6""X3""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 6""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 6"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 40x30","6""",6.0,"4""",4,40x30,BW,-,3.9,0.07,-,"SUMINISTRO DE CONC. REDUCER, SCH 40 X SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 6""X4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 6"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 6""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 6"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20x30","8""",8.0,"4""",4,20x30,BW,-,6.5,0.01,-,"SUMINISTRO DE CONC. REDUCER, SCH 20 X SCH 30, BW, ASTM A-234 GR WPB, ASME B16.9 8""X4""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 8""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 8"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20x40","8""",8.0,"6""",6,20x40,BW,-,6.5,0.1,-,"SUMINISTRO DE CONC. REDUCER, SCH 20 X SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 8""X6""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 8"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 8""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 8"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20x40","10""",10.0,"6""",6,20x40,BW,-,10.7,0.14,-,"SUMINISTRO DE CONC. REDUCER, SCH 20 X SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 10""X6""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 10""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 10"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20x20","10""",10.0,"8""",8,20x20,BW,-,10.7,0.14,-,"SUMINISTRO DE CONC. REDUCER, SCH 20 X SCH 20, BW, ASTM A-234 GR WPB, ASME B16.9 10""X8""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 10"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 10""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 10"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20x20","12""",12.0,"10""",10,20x20,BW,-,16.3,0.2,-,"SUMINISTRO DE CONC. REDUCER, SCH 20 X SCH 20, BW, ASTM A-234 GR WPB, ASME B16.9 12""X10""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20x40","12""",12.0,"6""",6,20x40,BW,-,16.3,0.2,-,"SUMINISTRO DE CONC. REDUCER, SCH 20 X SCH 40, BW, ASTM A-234 GR WPB, ASME B16.9 12""X6""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
CS2SD2,FT,CRE,2.0,"ASTM A234 Gr.WPB, Concentric reducer, Seamless, ASME B16.9, BW Ends","CONCENTRIC REDUCER, SMLS, CS, ASTM A234 GR WPB, ASME B16.9, BW, SCH 20x20","12""",12.0,"8""",8,20x20,BW,-,16.3,0.2,-,"SUMINISTRO DE CONC. REDUCER, SCH 20 X SCH 20, BW, ASTM A-234 GR WPB, ASME B16.9 12""X8""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø 12"" ","MONTAJE AÉREO DE TUBERÍA DE Ø 12""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø 12"" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)",-,,,
